"year","district","discode","total_salary","avg_salary","n_FTE"
2002,"Swansea","02920000",7794184,47817,163
2002,"Tantasqua","07700000",7449774,54778,136
2002,"Taunton","02930000",24283171,49256,493
2002,"Tewksbury","02950000",14144813,51361,275.4
2002,"Tisbury","02960000",1703992,55777,30.6
2002,"Topsfield","02980000",2710024,48178,56.3
2002,"Tri County Regional Vocational Technical","08780000",4663061,53243,87.6
2002,"Triton","07730000",10766354,49775,216.3
2002,"Truro","03000000",634991,40705,15.6
2002,"Tyngsborough","03010000",6847859,46648,146.8
2002,"Up-Island Regional","07740000",2503586,55121,45.4
2002,"Upper Cape Cod Regional Vocational Technical","08790000",2430676,36968,65.8
2002,"Uxbridge","03040000",7224332,44457,162.5
2002,"Wachusett","07750000",22699411,51379,441.8
2002,"Wakefield","03050000",12652285,47871,264.3
2002,"Wales","03060000",562807,41844,13.5
2002,"Walpole","03070000",12094147,48767,248
2002,"Waltham","03080000",23670529,47407,499.3
2002,"Ware","03090000",4303801,43649,98.6
2002,"Wareham","03100000",11043500,48036,229.9
2002,"Watertown","03140000",12085478,56042,215.7
2002,"Wayland","03150000",12432726,61020,203.8
2002,"Webster","03160000",6213687,44994,138.1
2002,"Wellesley","03170000",17048711,58809,289.9
2002,"Wellfleet","03180000",710211,40125,17.7
2002,"West Boylston","03220000",4215421,44845,94
2002,"West Bridgewater","03230000",3812699,50233,75.9
2002,"West Springfield","03320000",12810058,42615,300.6
2002,"Westborough","03210000",12969418,49388,262.6
2002,"Westfield","03250000",22047488,41272,534.2
2002,"Westford","03260000",15141928,46462,325.9
2002,"Westhampton","03270000",436639,35213,12.4
2002,"Weston","03300000",9958746,53170,187.3
2002,"Westport","03310000",5575384,49340,113
2002,"Westwood","03350000",10586960,50680,208.9
2002,"Weymouth","03360000",23238113,50028,464.5
2002,"Whately","03370000",434772,42417,10.3
2002,"Whitman-Hanson","07800000",14318575,49683,288.2
2002,"Whittier Regional Vocational Technical","08850000",5148169,50972,101
2002,"Williamsburg","03400000",847437,40742,20.8
2002,"Williamstown","03410000",1428498,40990,34.9
2002,"Wilmington","03420000",12451939,44281,281.2
2002,"Winchendon","03430000",6230390,43569,143
2002,"Winchester","03440000",14247857,50976,279.5
2002,"Winthrop","03460000",7931970,39074,203
2002,"Woburn","03470000",18508760,53263,347.5
2002,"Worcester","03480000",96256948,44362,2169.8
2002,"Wrentham","03500000",3660279,47972,76.3
2002,"State Totals","00000000",3519577816,49242,71475
2003,"Abington","00010000",7339853,50376,145.7
2003,"Acton","00020000",7796687,53733,145.1
2003,"Acton-Boxborough","06000000",9000347,53766,167.4
2003,"Acushnet","00030000",3066270,46040,66.6
2003,"Adams-Cheshire","06030000",5920666,46075,128.5
2003,"Agawam","00050000",14843887,46959,316.1
2003,"Amesbury","00070000",9068696,44586,203.4
2003,"Amherst","00080000",7064336,48686,145.1
2003,"Amherst-Pelham","06050000",7287724,43174,168.8
2003,"Andover","00090000",24883775,56349,441.6
2003,"Arlington","00100000",15057618,45782,328.9
2003,"Ashburnham-Westminster","06100000",7510843,52036,144.3
2003,"Ashland","00140000",8718315,50308,173.3
2003,"Assabet Valley Regional Vocational Technical","08010000",5628007,56224,100.1
2003,"Athol-Royalston","06150000",7448075,46492,160.2
2003,"Attleboro","00160000",20752449,49831,416.5
2003,"Auburn","00170000",8929944,53860,165.8
2003,"Avon","00180000",2052196,45604,45
2003,"Ayer","00190000",3264835,27094,120.5
2003,"Barnstable","00200000",22560118,48726,463
2003,"Bedford","00230000",10143724,54580,185.9
2003,"Belchertown","00240000",7075460,46336,152.7
2003,"Bellingham","00250000",8514028,51475,165.4
2003,"Belmont","00260000",12721339,53643,237.2
2003,"Berkley","00270000",2914734,44520,65.5
2003,"Berkshire Hills","06180000",7342784,47742,153.8
2003,"Berlin","00280000",842518,48700,17.3
2003,"Berlin-Boylston","06200000",1284348,36591,35.1
2003,"Beverly","00300000",17180870,51149,335.9
2003,"Billerica","00310000",24749801,55932,442.5
2003,"Blackstone-Millville","06220000",8482083,49401,171.7
2003,"Blackstone Valley Regional Vocational Technical","08050000",4568162,55709,82
2003,"Blue Hills Regional Vocational Technical","08060000",5084248,57710,88.1
2003,"Boston","00350000",282895858,63988,4421.1
2003,"Bourne","00360000",7550395,46955,160.8
2003,"Boxborough","00370000",2035047,47327,43
2003,"Boxford","00380000",3438862,46283,74.3
2003,"Boylston","00390000",1325274,50583,26.2
2003,"Braintree","00400000",20506722,52744,388.8
2003,"Brewster","00410000",2559541,56980,44.9
2003,"Bridgewater-Raynham","06250000",19894448,56390,352.8
2003,"Brimfield","00430000",1341574,45788,29.3
2003,"Bristol County Agricultural","09100000",1518983,49803,30.5
2003,"Bristol-Plymouth Regional Vocational Technical","08100000",4217537,60251,70
2003,"Brockton","00440000",55615043,56177,990
2003,"Brookfield","00450000",1192144,45329,26.3
2003,"Brookline","00460000",26791259,58343,459.2
2003,"Burlington","00480000",15984291,55733,286.8
2003,"Cambridge","00490000",36451201,56450,645.7
2003,"Canton","00500000",11982831,54892,218.3
2003,"Cape Cod Regional Vocational Technical","08150000",3497371,47844,73.1
2003,"Carlisle","00510000",3501246,61750,56.7
2003,"Carver","00520000",7346770,45072,163
2003,"Central Berkshire","06350000",8430763,53768,156.8
2003,"Chatham","00550000",3390639,50232,67.5
2003,"Chelmsford","00560000",19960313,51805,385.3
2003,"Chelsea","00570000",17933620,44356,404.3
2003,"Chesterfield-Goshen","06320000",579374,42290,13.7
2003,"Chicopee","00610000",27331123,39325,695
2003,"Clarksburg","00630000",832739,56266,14.8
2003,"Clinton","00640000",7632303,33460,228.1
2003,"Cohasset","00650000",5428250,50448,107.6
2003,"Concord","00670000",8917644,58545,152.3
2003,"Concord-Carlisle","06400000",5212922,60230,86.6
2003,"Conway","00680000",576605,47340,12.2
2003,"Danvers","00710000",14040450,54023,259.9
2003,"Dartmouth","00720000",13573432,50216,270.3
2003,"Dedham","00730000",12334206,53142,232.1
2003,"Deerfield","00740000",1596453,42973,37.2
2003,"Dennis-Yarmouth","06450000",15499915,49568,312.7
2003,"Dighton-Rehoboth","06500000",10891482,43210,252.1
2003,"Douglas","00770000",4466094,44840,99.6
2003,"Dover","00780000",2329961,55874,41.7
2003,"Dover-Sherborn","06550000",5381833,62799,85.7
2003,"Dracut","00790000",12887335,46948,274.5
2003,"Dudley-Charlton Reg","06580000",13280951,51258,259.1
2003,"Duxbury","00820000",11841556,56158,210.9
2003,"East Bridgewater","00830000",7736125,54061,143.1
2003,"East Longmeadow","00870000",9434486,49447,190.8
2003,"Eastham","00850000",1242845,50522,24.6
2003,"Easthampton","00860000",6097586,44967,135.6
2003,"Easton","00880000",11755369,50023,235
2003,"Edgartown","00890000",2047496,59348,34.5
2003,"Erving","00910000",661398,48812,13.6
2003,"Essex County","09130000",1985313,50261,39.5
2003,"Everett","00930000",17660859,51043,346
2003,"Fairhaven","00940000",7091580,44601,159
2003,"Fall River","00950000",43034972,53261,808
2003,"Falmouth","00960000",17605824,52165,337.5
2003,"Farmington River Reg","06620000",659443,47442,13.9
2003,"Fitchburg","00970000",21517237,45684,471
2003,"Florida","00980000",410320,36312,11.3
2003,"Foxborough","00990000",10246914,48610,210.8
2003,"Framingham","01000000",36204916,55726,649.7
2003,"Franklin","01010000",21982288,50767,433
2003,"Franklin County Regional Vocational Technical","08180000",2639478,49152,53.7
2003,"Freetown","01020000",1400809,49151,28.5
2003,"Freetown-Lakeville","06650000",6751956,53040,127.3
2003,"Frontier","06700000",2445383,43435,56.3
2003,"Gardner","01030000",9010268,48029,187.6
2003,"Gateway","06720000",5268809,45816,115
2003,"Georgetown","01050000",4958206,44389,111.7
2003,"Gill-Montague","06740000",4507395,43270,104.2
2003,"Gloucester","01070000",15843260,50780,312
2003,"Grafton","01100000",8120019,48047,169
2003,"Granby","01110000",3339755,42329,78.9
2003,"Granville","01120000",931315,44348,21
2003,"Greater Fall River Regional Vocational Technical","08210000",5563683,45981,121
2003,"Greater Lawrence Regional Vocational Technical","08230000",6928468,51322,135
2003,"Greater Lowell Regional Vocational Technical","08280000",9824933,60648,162
2003,"Greater New Bedford Regional Vocational Technical","08250000",10299811,57317,179.7
2003,"Greenfield","01140000",6971025,43536,160.1
2003,"Groton-Dunstable","06730000",8210354,47902,171.4
2003,"Hadley","01170000",1952858,35767,54.6
2003,"Halifax","01180000",2405987,51742,46.5
2003,"Hamilton-Wenham","06750000",8903594,51868,171.7
2003,"Hampden-Wilbraham","06800000",11770202,47701,246.8
2003,"Hampshire","06830000",2276127,56340,40.4
2003,"Hancock","01210000",263055,52611,5
2003,"Hanover","01220000",9431747,53158,177.4
2003,"Harvard","01250000",4059608,52382,77.5
2003,"Harwich","01260000",5771799,49757,116
2003,"Hatfield","01270000",1758626,41872,42
2003,"Haverhill","01280000",25845280,51935,497.7
2003,"Hawlemont","06850000",343847,31838,10.8
2003,"Hingham","01310000",13125764,56748,231.3
2003,"Holbrook","01330000",4408459,46749,94.3
2003,"Holland","01350000",957389,50522,19
2003,"Holliston","01360000",11286707,51281,220.1
2003,"Holyoke","01370000",27430923,51082,537
2003,"Hopedale","01380000",3985611,50708,78.6
2003,"Hopkinton","01390000",11866010,50025,237.2
2003,"Hudson","01410000",11245541,54484,206.4
2003,"Hull","01420000",4730437,42965,110.1
2003,"Ipswich","01440000",6756320,46708,144.7
2003,"King Philip","06900000",6470445,51722,125.1
2003,"Kingston","01450000",3502843,48315,72.5
2003,"Lakeville","01460000",1916564,49143,39
2003,"Lanesborough","01480000",1175874,55205,21.3
2003,"Lawrence","01490000",41106948,49784,825.7
2003,"Lee","01500000",3531275,46281,76.3
2003,"Leicester","01510000",6290388,48838,128.8
2003,"Lenox","01520000",3771685,49303,76.5
2003,"Leominster","01530000",20498582,49657,412.8
2003,"Leverett","01540000",586107,43739,13.4
2003,"Lexington","01550000",28712160,55436,517.9
2003,"Lincoln","01570000",4017277,57472,69.9
2003,"Lincoln-Sudbury","06950000",7027171,58511,120.1
2003,"Littleton","01580000",5334126,49712,107.3
2003,"Longmeadow","01590000",12200008,51175,238.4
2003,"Lowell","01600000",56595677,55140,1026.4
2003,"Ludlow","01610000",9615428,46677,206
2003,"Lunenburg","01620000",5431549,50914,106.7
2003,"Lynn","01630000",56541390,52847,1069.9
2003,"Lynnfield","01640000",7390300,52144,141.7
2003,"Malden","01650000",21761263,47932,454
2003,"Manchester Essex Regional","06980000",6206148,53686,115.6
2003,"Mansfield","01670000",14693641,48334,304
2003,"Marblehead","01680000",12377559,56338,219.7
2003,"Marion","01690000",1949078,48727,40
2003,"Marlborough","01700000",16918418,50699,333.7
2003,"Marshfield","01710000",16904708,51523,328.1
2003,"Marthas Vineyard","07000000",4309635,57539,74.9
2003,"Masconomet","07050000",7484370,56147,133.3
2003,"Mashpee","01720000",8324762,50484,164.9
2003,"Mattapoisett","01730000",1978255,58013,34.1
2003,"Maynard","01740000",4889378,48314,101.2
2003,"Medfield","01750000",10034028,49747,201.7
2003,"Medford","01760000",19887376,43931,452.7
2003,"Medway","01770000",9309277,54313,171.4
2003,"Melrose","01780000",11465580,47937,239.2
2003,"Mendon-Upton","07100000",7398353,43985,168.2
2003,"Methuen","01810000",21600858,51418,420.1
2003,"Middleborough","01820000",10795927,48630,222
2003,"Middleton","01840000",2627586,52826,49.7
2003,"Milford","01850000",16553550,51731,320
2003,"Millbury","01860000",7129572,60833,117.2
2003,"Millis","01870000",3989312,52080,76.6
2003,"Milton","01890000",13545957,53310,254.1
2003,"Minuteman Regional Vocational Technical","08300000",6755608,60933,110.9
2003,"Mohawk Trail","07170000",5390819,43792,123.1
2003,"Monson","01910000",4484308,47554,94.3
2003,"Montachusett Regional Vocational Technical","08320000",5345674,56628,94.4
2003,"Mount Greylock","07150000",3258073,53239,61.2
2003,"Nahant","01960000",873932,50810,17.2
2003,"Nantucket","01970000",6247613,53036,117.8
2003,"Narragansett","07200000",4952516,48223,102.7
2003,"Nashoba","07250000",11816188,52307,225.9
2003,"Nashoba Valley Regional Vocational Technical","08520000",2489172,53750,46.3
2003,"Natick","01980000",16658530,50723,328.4
2003,"Nauset","06600000",7297727,49628,147.1
2003,"Needham","01990000",18439030,55093,334.7
2003,"New Bedford","02010000",47054228,51879,907
2003,"New Salem-Wendell","07280000",552297,39450,14
2003,"Newburyport","02040000",8484694,43070,197
2003,"Newton","02070000",54333741,60579,896.9
2003,"Norfolk","02080000",4160147,53199,78.2
2003,"Norfolk County Agricultural","09150000",2157239,50168,43
2003,"North Adams","02090000",7891039,43357,182
2003,"North Andover","02110000",13215148,50076,263.9
2003,"North Attleborough","02120000",16380965,52927,309.5
2003,"North Brookfield","02150000",2775627,48781,56.9
2003,"North Middlesex","07350000",15520604,47493,326.8
2003,"North Reading","02170000",7776384,49658,156.6
2003,"North Shore","08540000",3098875,53987,57.4
2003,"Northampton","02100000",9649033,46795,206.2
2003,"Northampton-Smith Vocational Agricultural","04060000",2213848,46026,48.1
2003,"Northboro-Southboro","07300000",4948730,53967,91.7
2003,"Northborough","02130000",7847104,54305,144.5
2003,"Northbridge","02140000",8226984,42190,195
2003,"Northeast Metropolitan Regional Vocational Technical","08530000",6527188,55315,118
2003,"Northern Berkshire Regional Vocational Technical","08510000",2635701,55140,47.8
2003,"Norton","02180000",9522871,45608,208.8
2003,"Norwell","02190000",7836300,55341,141.6
2003,"Norwood","02200000",13121071,48886,268.4
2003,"Oak Bluffs","02210000",2399953,54248,44.2
2003,"Old Colony Regional Vocational Technical","08550000",2581387,46511,55.5
2003,"Old Rochester","07400000",4685525,52824,88.7
2003,"Orange","02230000",2758616,43238,63.8
2003,"Orleans","02240000",1331207,54180,24.6
2003,"Oxford","02260000",6669013,50181,132.9
2003,"Palmer","02270000",7044736,43756,161
2003,"Pathfinder Regional Vocational Technical","08600000",3845411,50267,76.5
2003,"Peabody","02290000",23650413,50139,471.7
2003,"Pelham","02300000",510492,50048,10.2
2003,"Pembroke","02310000",5629188,58637,96
2003,"Pentucket","07450000",12035449,48277,249.3
2003,"Petersham","02340000",317831,40748,7.8
2003,"Pioneer Valley","07500000",3980487,44081,90.3
2003,"Pittsfield","02360000",21410810,51617,414.8
2003,"Plainville","02380000",2479770,46612,53.2
2003,"Plymouth","02390000",33301054,52859,630
2003,"Plympton","02400000",974422,52671,18.5
2003,"Provincetown","02420000",1811925,48189,37.6
2003,"Quabbin","07530000",10294055,50735,202.9
2003,"Quaboag Regional","07780000",5112451,44237,115.6
2003,"Quincy","02430000",31700250,49270,643.4
2003,"Ralph C Mahar","07550000",2151114,44537,48.3
2003,"Randolph","02440000",13934730,48469,287.5
2003,"Reading","02460000",14059350,52756,266.5
2003,"Revere","02480000",19261996,51682,372.7
2003,"Richmond","02490000",905084,46896,19.3
2003,"Rochester","02500000",2010732,53763,37.4
2003,"Rockland","02510000",8173860,54895,148.9
2003,"Rockport","02520000",4209009,49811,84.5
2003,"Rowe","02530000",266116,31756,8.4
2003,"Salem","02580000",18927061,46618,406
2003,"Sandwich","02610000",12920244,47784,270.4
2003,"Saugus","02620000",12123341,53149,228.1
2003,"Savoy","02630000",170910,41685,4.1
2003,"Scituate","02640000",10637179,51889,205
2003,"Seekonk","02650000",7545076,48647,155.1
2003,"Sharon","02660000",12452543,50600,246.1
2003,"Shawsheen Valley Regional Vocational Technical","08710000",7591580,62226,122
2003,"Sherborn","02690000",1721826,57490,30
2003,"Shirley","02700000",2320466,42734,54.3
2003,"Shrewsbury","02710000",17156516,51444,333.5
2003,"Shutesbury","02720000",644549,47393,13.6
2003,"Silver Lake","07600000",12717594,52336,243
2003,"Somerset","02730000",11484748,47973,239.4
2003,"Somerville","02740000",25116566,55413,453.3
2003,"South Hadley","02780000",7774279,47174,164.8
2003,"South Middlesex Regional Vocational Technical","08290000",4853563,58831,82.5
2003,"South Shore Regional Vocational Technical","08730000",3365893,56953,59.1
2003,"Southampton","02750000",1816482,45987,39.5
2003,"Southborough","02760000",5624497,50854,110.6
2003,"Southbridge","02770000",9584646,45425,211
2003,"Southeastern Regional Vocational Technical","08720000",5084981,53809,94.5
2003,"Southern Berkshire","07650000",3641355,39580,92
2003,"Southern Worcester County Regional Vocational Technical","08760000",5487035,52457,104.6
2003,"Southwick-Tolland-Granville Regional School District","07660000",6106383,44801,136.3
2003,"Spencer-E Brookfield","07670000",7176245,49560,144.8
2003,"Springfield","02810000",102506941,50801,2017.8
2003,"Stoneham","02840000",9014453,49476,182.2
2003,"Stoughton","02850000",15412418,52891,291.4
2003,"Sturbridge","02870000",3705510,58080,63.8
2003,"Sudbury","02880000",10029890,48988,204.7
2003,"Sunderland","02890000",908706,43688,20.8
2003,"Sutton","02900000",5214774,48736,107
2003,"Swampscott","02910000",9171369,53918,170.1
2003,"Swansea","02920000",7660928,48243,158.8
2003,"Tantasqua","07700000",7499957,52521,142.8
2003,"Taunton","02930000",26329186,54287,485
2003,"Tewksbury","02950000",14228784,53815,264.4
2003,"Tisbury","02960000",1759670,53485,32.9
2003,"Topsfield","02980000",2873211,48616,59.1
2003,"Tri County Regional Vocational Technical","08780000",4685780,56367,83.1
2003,"Triton","07730000",10900890,52232,208.7
2003,"Truro","03000000",693097,42521,16.3
2003,"Tyngsborough","03010000",7008567,47484,147.6
2003,"Up-Island Regional","07740000",2640412,57815,45.7
2003,"Upper Cape Cod Regional Vocational Technical","08790000",2507688,45886,54.7
2003,"Uxbridge","03040000",7353043,47378,155.2
2003,"Wachusett","07750000",23514535,52700,446.2
2003,"Wakefield","03050000",12921947,50143,257.7
2003,"Wales","03060000",472893,46545,10.2
2003,"Walpole","03070000",11600345,47060,246.5
2003,"Waltham","03080000",23929399,55832,428.6
2003,"Ware","03090000",3502039,43504,80.5
2003,"Wareham","03100000",11332655,52128,217.4
2003,"Watertown","03140000",12334632,57293,215.3
2003,"Wayland","03150000",13151566,63320,207.7
2003,"Webster","03160000",6444194,48635,132.5
2003,"Wellesley","03170000",18307986,59577,307.3
2003,"Wellfleet","03180000",767396,47664,16.1
2003,"West Boylston","03220000",4409417,46809,94.2
2003,"West Bridgewater","03230000",4028408,53075,75.9
2003,"West Springfield","03320000",13279841,47192,281.4
2003,"Westborough","03210000",13531929,51590,262.3
2003,"Westfield","03250000",22830761,42867,532.6
2003,"Westford","03260000",16890837,50907,331.8
2003,"Westhampton","03270000",472911,44197,10.7
2003,"Weston","03300000",10521472,54629,192.6
2003,"Westport","03310000",5917591,49937,118.5
2003,"Westwood","03350000",11051341,51045,216.5
2003,"Weymouth","03360000",24003846,51236,468.5
2003,"Whately","03370000",474728,45429,10.5
2003,"Whitman-Hanson","07800000",15626804,50902,307
2003,"Whittier Regional Vocational Technical","08850000",5793104,54141,107
2003,"Williamsburg","03400000",766937,38540,19.9
2003,"Williamstown","03410000",1484220,47571,31.2
2003,"Wilmington","03420000",12869405,47489,271
2003,"Winchendon","03430000",6648898,48041,138.4
2003,"Winchester","03440000",15135372,54152,279.5
2003,"Winthrop","03460000",8309817,41549,200
2003,"Woburn","03470000",19238218,53949,356.6
2003,"Worcester","03480000",104660816,51666,2025.7
2003,"Wrentham","03500000",3845556,50867,75.6
2003,"State Totals","00000000",3603600648,51803,69562.9
2004,"Abington","00010000",7264080,54169,134.1
2004,"Acton","00020000",8361280,55557,150.5
2004,"Acton-Boxborough","06000000",9680311,54292,178.3
2004,"Acushnet","00030000",3317195,46330,71.6
2004,"Adams-Cheshire","06030000",6136943,46740,131.3
2004,"Agawam","00050000",16268061,51190,317.8
2004,"Amesbury","00070000",10356995,46303,223.7
2004,"Amherst","00080000",7886077,55497,142.1
2004,"Amherst-Pelham","06050000",8900721,48905,182
2004,"Andover","00090000",25541310,60192,424.3
2004,"Arlington","00100000",15455478,49569,311.8
2004,"Ashburnham-Westminster","06100000",8526850,55811,152.8
2004,"Ashland","00140000",9367783,49988,187.4
2004,"Assabet Valley Regional Vocational Technical","08010000",6393822,54416,117.5
2004,"Athol-Royalston","06150000",7702791,51147,150.6
2004,"Attleboro","00160000",24456412,50467,484.6
2004,"Auburn","00170000",9701103,50844,190.8
2004,"Avon","00180000",2730934,44769,61
2004,"Ayer","00190000",5121492,43402,118
2004,"Barnstable","00200000",24156159,44817,539
2004,"Bedford","00230000",11048584,58567,188.7
2004,"Belchertown","00240000",8197764,50355,162.8
2004,"Bellingham","00250000",9539124,51843,184
2004,"Belmont","00260000",13744943,55659,247
2004,"Berkley","00270000",3130947,46814,66.9
2004,"Berkshire Hills","06180000",6835607,51808,131.9
2004,"Berlin","00280000",1042659,56057,18.6
2004,"Berlin-Boylston","06200000",1803430,49274,36.6
2004,"Beverly","00300000",18040789,51826,348.1
2004,"Billerica","00310000",25925374,55550,466.7
2004,"Blackstone-Millville","06220000",8348003,53547,155.9
2004,"Blackstone Valley Regional Vocational Technical","08050000",5055939,61658,82
2004,"Blue Hills Regional Vocational Technical","08060000",5545803,50739,109.3
2004,"Boston","00350000",300506242,69022,4353.8
2004,"Bourne","00360000",8762854,49105,178.5
2004,"Boxborough","00370000",2128116,51969,41
2004,"Boxford","00380000",3988367,52272,76.3
2004,"Boylston","00390000",1381284,50412,27.4
2004,"Braintree","00400000",19814123,54978,360.4
2004,"Brewster","00410000",2651107,56239,47.1
2004,"Bridgewater-Raynham","06250000",21549056,60277,357.5
2004,"Brimfield","00430000",1406051,45356,31
2004,"Bristol County Agricultural","09100000",1711031,48887,35
2004,"Bristol-Plymouth Regional Vocational Technical","08100000",4402172,60139,73.2
2004,"Brockton","00440000",67436647,59259,1138
2004,"Brookfield","00450000",1260604,49051,25.7
2004,"Brookline","00460000",30895135,61037,506.2
2004,"Burlington","00480000",17274609,55226,312.8
2004,"Cambridge","00490000",40445122,61866,653.8
2004,"Canton","00500000",12294252,57156,215.1
2004,"Cape Cod Regional Vocational Technical","08150000",3901945,54096,72.1
2004,"Carlisle","00510000",3916444,61290,63.9
2004,"Carver","00520000",7807994,45661,171
2004,"Central Berkshire","06350000",8555044,56320,151.9
2004,"Chatham","00550000",3678320,50045,73.5
2004,"Chelmsford","00560000",20228323,52459,385.6
2004,"Chelsea","00570000",23800199,49386,481.9
2004,"Chesterfield-Goshen","06320000",627226,42380,14.8
2004,"Chicopee","00610000",32654125,48665,671
2004,"Clarksburg","00630000",824805,48805,16.9
2004,"Clinton","00640000",7657393,39966,191.6
2004,"Cohasset","00650000",5843337,55074,106.1
2004,"Concord","00670000",9666314,53258,181.5
2004,"Concord-Carlisle","06400000",5744402,63035,91.1
2004,"Conway","00680000",761949,50797,15
2004,"Danvers","00710000",15163077,57392,264.2
2004,"Dartmouth","00720000",14649288,51515,284.4
2004,"Dedham","00730000",13081464,55808,234.4
2004,"Deerfield","00740000",1937383,45693,42.4
2004,"Dennis-Yarmouth","06450000",17343960,52975,327.4
2004,"Dighton-Rehoboth","06500000",11513263,53876,213.7
2004,"Douglas","00770000",5028484,44500,113
2004,"Dover","00780000",2672965,62452,42.8
2004,"Dover-Sherborn","06550000",5654555,63392,89.2
2004,"Dracut","00790000",13826720,48592,284.6
2004,"Dudley-Charlton Reg","06580000",14114137,50752,278.1
2004,"Duxbury","00820000",12127505,57121,212.3
2004,"East Bridgewater","00830000",7908405,55072,143.6
2004,"East Longmeadow","00870000",10493417,53429,196.4
2004,"Eastham","00850000",1230831,47892,25.7
2004,"Easthampton","00860000",6603935,36924,178.9
2004,"Easton","00880000",12268960,50535,242.8
2004,"Edgartown","00890000",2130517,58724,36.3
2004,"Erving","00910000",662970,46426,14.3
2004,"Essex County","09130000",2122829,54292,39.1
2004,"Everett","00930000",21244736,52198,407
2004,"Fairhaven","00940000",7316861,46105,158.7
2004,"Fall River","00950000",49993637,48585,1029
2004,"Falmouth","00960000",19491070,54551,357.3
2004,"Farmington River Reg","06620000",1145078,50223,22.8
2004,"Fitchburg","00970000",23505775,51211,459
2004,"Florida","00980000",407152,34504,11.8
2004,"Foxborough","00990000",10954157,51989,210.7
2004,"Framingham","01000000",38040376,54869,693.3
2004,"Franklin","01010000",24138949,52024,464
2004,"Franklin County Regional Vocational Technical","08180000",2924686,51310,57
2004,"Freetown","01020000",1505843,48110,31.3
2004,"Freetown-Lakeville","06650000",7092201,53688,132.1
2004,"Frontier","06700000",2698427,46929,57.5
2004,"Gardner","01030000",10379447,50337,206.2
2004,"Gateway","06720000",4854025,50093,96.9
2004,"Georgetown","01050000",5586216,50417,110.8
2004,"Gill-Montague","06740000",4755710,49699,95.7
2004,"Gloucester","01070000",16356285,55155,296.6
2004,"Grafton","01100000",8988101,47809,188
2004,"Granby","01110000",3733462,45922,81.3
2004,"Granville","01120000",930814,45185,20.6
2004,"Greater Fall River Regional Vocational Technical","08210000",6267634,51164,122.5
2004,"Greater Lawrence Regional Vocational Technical","08230000",7963574,59877,133
2004,"Greater Lowell Regional Vocational Technical","08280000",11533395,63370,182
2004,"Greater New Bedford Regional Vocational Technical","08250000",11125122,59328,187.5
2004,"Greenfield","01140000",7728274,44802,172.5
2004,"Groton-Dunstable","06730000",9431129,52776,178.7
2004,"Hadley","01170000",2258993,41679,54.2
2004,"Halifax","01180000",2485439,55232,45
2004,"Hamilton-Wenham","06750000",9620297,60249,159.7
2004,"Hampden-Wilbraham","06800000",12641834,50567,250
2004,"Hampshire","06830000",3033620,55561,54.6
2004,"Hancock","01210000",325571,61428,5.3
2004,"Hanover","01220000",10504980,50359,208.6
2004,"Harvard","01250000",4557495,56756,80.3
2004,"Harwich","01260000",6135410,50060,122.6
2004,"Hatfield","01270000",1887159,45474,41.5
2004,"Haverhill","01280000",30417215,56076,542.4
2004,"Hawlemont","06850000",331410,35635,9.3
2004,"Hingham","01310000",13728006,56610,242.5
2004,"Holbrook","01330000",4758979,49780,95.6
2004,"Holland","01350000",990413,48550,20.4
2004,"Holliston","01360000",11858953,49807,238.1
2004,"Holyoke","01370000",34156313,50304,679
2004,"Hopedale","01380000",4552560,51210,88.9
2004,"Hopkinton","01390000",12878643,54733,235.3
2004,"Hudson","01410000",11679227,51166,228.3
2004,"Hull","01420000",5296876,45663,116
2004,"Ipswich","01440000",7282238,47226,154.2
2004,"King Philip","06900000",6539684,55048,118.8
2004,"Kingston","01450000",3659163,51538,71
2004,"Lakeville","01460000",2028970,50222,40.4
2004,"Lanesborough","01480000",1316814,65189,20.2
2004,"Lawrence","01490000",50467773,47435,1063.9
2004,"Lee","01500000",3873804,55182,70.2
2004,"Leicester","01510000",7013511,51798,135.4
2004,"Lenox","01520000",4248864,56122,75.7
2004,"Leominster","01530000",20207068,44039,458.8
2004,"Leverett","01540000",665357,45109,14.8
2004,"Lexington","01550000",30961904,57766,536
2004,"Lincoln","01570000",8441494,63951,132
2004,"Lincoln-Sudbury","06950000",7494077,60412,124.1
2004,"Littleton","01580000",5659304,51495,109.9
2004,"Longmeadow","01590000",12377913,55185,224.3
2004,"Lowell","01600000",72771363,66458,1095
2004,"Ludlow","01610000",10617623,45569,233
2004,"Lunenburg","01620000",6189839,51338,120.6
2004,"Lynn","01630000",59132231,52557,1125.1
2004,"Lynnfield","01640000",7930814,54395,145.8
2004,"Malden","01650000",26572446,50518,526
2004,"Manchester Essex Regional","06980000",6379843,56161,113.6
2004,"Mansfield","01670000",16141380,50505,319.6
2004,"Marblehead","01680000",12380887,48846,253.5
2004,"Marion","01690000",2128059,49375,43.1
2004,"Marlborough","01700000",19307258,50862,379.6
2004,"Marshfield","01710000",17855846,53299,335
2004,"Marthas Vineyard","07000000",4840185,61895,78.2
2004,"Masconomet","07050000",7371604,59593,123.7
2004,"Mashpee","01720000",9069134,49209,184.3
2004,"Mattapoisett","01730000",2074823,46448,44.7
2004,"Maynard","01740000",4993887,44588,112
2004,"Medfield","01750000",10542951,51949,203
2004,"Medford","01760000",21869673,47429,461.1
2004,"Medway","01770000",10206360,55712,183.2
